Category,Sub Category,ProductDescription,Barcode,TescoProductID,BaseID,Price (£),Unit Price (£),Unit Of Measure,SpecialOffer,OfferStartDate,OfferEndDate,CurrentlyAvailable,DateScraped,WebLink,Aldi Price Match,Deposit
Fresh Fruit,Apples & Pears,Tesco Fun-Sized Apples 10 Pack,00000010111604	,268508082,67764560,1.99,0.2,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/268508082,No,
Fresh Fruit,Berries & Cherries,Keelings Raspberry 125G,00000053994035	,265585419,64919596,2.99,23.92,kg,Any 3 for €8 Clubcard Price - Selected Keelings Or Bagu Fruits,02/07/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/265585419,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Tesco Easy Peeler Pack 750G,00000003341131	,303759559,86711370,2.69,3.59,kg,Any 2 for €4 Clubcard Price - Selected Tesco Fruit,07/05/2026,27/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/303759559,No,
Fresh Fruit,Berries & Cherries,Tesco Strawberry 400G,00000003269527	,292962071,81334392,4.49,11.22,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/292962071,No,
Fresh Fruit,Apples & Pears,Pink Lady Kids Apples - Cripps Pink 5 Pack,03700476661428	,303007973,86332236,2.29,0.46,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/303007973,No,
Fresh Fruit,Grapes,Tesco Green Seedless Grapes Pack 500G,00000010066096	,260138290,57431537,2.89,5.78,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/260138290,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Tesco Limes 4 Pack,00000003340219	,303174831,71194387,1.15,0.29,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/303174831,No,
Fresh Fruit,"Mango, Kiwi & Exotic Fruit",Keelings Golden Kiwi 4pk,05391521911438	,322156865,96925159,3.29,0.82,each,Any 3 for €8 Clubcard Price - Selected Keelings Or Bagu Fruits,02/07/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/322156865,No,
Fresh Fruit,Berries & Cherries,Tesco Blueberries 500g,00000003435861	,321961903,96929316,5.99,11.98,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/321961903,No,
Fresh Fruit,"Mango, Kiwi & Exotic Fruit",Farm Select Puro Gusto Ready To Eat Mango,08713807003670	,315384103,92368710,1.29,1.29,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/315384103,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Tesco Lemons Each,00223780000000	,253556398,50501604,0.45,0.45,each,22c Half Price Clubcard Price,03/09/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/253556398,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Tesco Sweet Easy Peeler Box 1Kg,00000003263891	,290526113,80119879,2.99,2.99,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/290526113,No,
Fresh Fruit,"Mango, Kiwi & Exotic Fruit",Tesco Ripen At Home Kiwi,00000010086391	,259417448,62983319,1.49,0.25,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/259417448,No,
Fresh Fruit,Bananas,Chiquita Banana 1Kg,05425003611230	,307754489,88887601,2.85,2.85,kg,€1.99 Clubcard Price,03/09/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/307754489,No,
Fresh Fruit,Melons & Pineapples,Tesco Pineapple,00000010051405	,255230763,57580849,1.29,1.29,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/255230763,No,
Fresh Fruit,"Peaches, Nectarines, Plums & Apricots",Dole Nectarine 500G,05391537731365	,315373807,92381404,2.79,5.58,kg,Any 2 for €4 Clubcard Price - Selected Dole Stone Fruit,03/09/2026,26/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/315373807,No,
Fresh Fruit,Apples & Pears,Tesco Granny Smith Apples Minimum 5 Pack,00000003249703	,284475832,77091314,1.85,0.37,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/284475832,No,
Fresh Fruit,Berries & Cherries,Keelings Blackberries 125G,00000053994141	,266724485,66028161,3.29,26.32,kg,Any 3 for €8 Clubcard Price - Selected Keelings Or Bagu Fruits,02/07/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/266724485,No,
Fresh Fruit,Grapes,Keelings Green Seedless Grapes 500g,05391521910967	,317750197,93729742,3.29,6.58,kg,Any 3 for €8 Clubcard Price - Selected Keelings Or Bagu Fruits,02/07/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/317750197,No,
Fresh Fruit,Melons & Pineapples,Tesco Honeydew Melon,00000010021156	,254384645,50934973,2.49,2.49,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/254384645,No,
Fresh Fruit,Melons & Pineapples,Tesco Watermelon,00000010021392	,254638605,50962236,4.99,4.99,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/254638605,No,
Fresh Fruit,Apples & Pears,Keeling Perfectly Ripe Conference Pear 6 Pack,05391521910080	,313389504,91379536,3.29,0.55,each,Any 3 for €8 Clubcard Price - Selected Keelings Or Bagu Fruits,02/07/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/313389504,No,
Fresh Fruit,Apples & Pears,Tesco Fun-Sized Pears Min 7 Pack,00000010111659	,266921263,67370933,1.39,0.2,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/266921263,No,
Fresh Fruit,Apples & Pears,Tesco Conference Pear Each,00000003249185	,284183146,76921994,0.6,0.6,each,Any 5 for €2 Clubcard Price - Selected Tesco Fruits,09/04/2026,31/10/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/284183146,No,
"Dried Fruit, Nuts, Nutrient Powders & Seeds",Plain Nuts & Seeds,Tesco Chia Seeds 150G,00000003263976	,290594510,80166396,1.5,10.0,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/290594510,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Bagu Naturally Sweet Easy Peelers 750g,05391521910424	,317291584,93548593,2.99,3.99,kg,Any 3 for €8 Clubcard Price - Selected Keelings Or Bagu Fruits,02/07/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/317291584,No,
Fresh Fruit,"Fruit Pots, Platters & Packs",Simplyfruit Watermelon Fans 300G,05060054680745	,308828172,89256532,1.79,5.97,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/308828172,No,
Fresh Fruit,"Mango, Kiwi & Exotic Fruit",Tesco Perfectly Ripe Kiwi,00000010039625	,252496118,52844621,2.19,0.55,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/252496118,No,
Fresh Fruit,"Peaches, Nectarines, Plums & Apricots",Dole Flat Peaches min 6,05391537731426	,315382128,92009133,2.79,0.46,each,Any 2 for €4 Clubcard Price - Selected Dole Stone Fruit,03/09/2026,26/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/315382128,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Tesco Oranges Each,00223400000000	,253554014,50501316,0.6,0.6,each,Any 5 for €2 Clubcard Price - Selected Tesco Fruits,09/04/2026,31/10/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/253554014,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Tesco Juicing Oranges 1.9kg,05059316064294	,305118625,87355311,2.59,1.36,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/305118625,No,
Fresh Fruit,Grapes,Keelings Seedless Grapes 500g,05391521910981	,318069098,93879870,3.29,6.58,kg,Any 3 for €8 Clubcard Price - Selected Keelings Or Bagu Fruits,02/07/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/318069098,No,
Fresh Fruit,Melons & Pineapples,Tesco Mini Watermelon,00000010075340	,262456128,61205253,3.25,3.25,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/262456128,No,
Fresh Fruit,Apples & Pears,Tesco Pink Lady Apple Fridge Minimum 4,00000003249819	,284477450,77091608,3.29,0.82,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/284477450,No,
Fresh Fruit,Apples & Pears,Tesco Gala Apple 7 Pack,00000003341728	,305138313,87366563,2.32,0.33,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/305138313,No,
Fresh Fruit,"Mango, Kiwi & Exotic Fruit",Donnelly Fresh Gold Kiwi 4 Pack,05390054047256	,317545095,93548996,3.29,0.82,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/317545095,No,
Fresh Fruit,Berries & Cherries,Tesco Raspberries 250G,00000003257074	,287377736,78539200,3.49,13.96,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/287377736,No,
Fresh Fruit,"Peaches, Nectarines, Plums & Apricots",Suntrail Farms Ripen At Home Plum 400G,00000003266168	,292275580,81017192,1.29,3.22,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/292275580,No,
Fresh Fruit,Apples & Pears,Keelings Best In Season Red Apples 4 Pack,05391521910004	,312362407,91311939,3.29,0.82,each,Any 3 for €8 Clubcard Price - Selected Keelings Or Bagu Fruits,02/07/2026,23/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/312362407,No,
Fresh Fruit,"Dried Fruit, Nuts & Seeds",Tesco Cashew Nuts 200G,00000010001417	,266376222,57046918,2.5,12.5,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/266376222,No,
Fresh Fruit,"Dried Fruit, Nuts & Seeds",Tesco Walnuts 200G,05057373546791	,296546961,57912464,2.5,12.5,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/296546961,No,
Fresh Fruit,Apples & Pears,Tesco Golden Delicious Apple Minimum 5 Pack,00000003249710	,284475890,77091332,1.79,0.36,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/284475890,No,
"Dried Fruit, Nuts, Nutrient Powders & Seeds",Plain Nuts & Seeds,Tesco Pumpkin Seeds 150G,00000010001691	,266387140,51109250,1.5,10.0,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/266387140,No,
Fresh Fruit,"Dried Fruit, Nuts & Seeds",Tesco Almonds 200G,00000010001219	,266357101,57046855,2.5,12.5,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/266357101,No,
Fresh Fruit,Grapes,Tesco Black Seedless Grapes 500G,00000010076149	,262640958,61385787,2.89,5.78,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/262640958,No,
Fresh Fruit,Melons & Pineapples,Tesco Cantaloupe Melon Each,00000010024423	,256582085,51338122,2.29,2.29,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/256582085,No,
Fresh Fruit,"Mango, Kiwi & Exotic Fruit",Farm Select Passion Fruit 3 Pack,05391541982555	,314935427,92329779,1.29,0.43,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/314935427,No,
Fresh Fruit,Apples & Pears,Tesco Ready to Eat Conference Pears 4 Pack,00000003249550	,284475129,77090961,3.19,0.8,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/284475129,No,
Fresh Fruit,"Dried Fruit, Nuts & Seeds",Tesco Dried Mango 100G,00000010067819	,260733201,59421454,2.0,20.0,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/260733201,No,
Fresh Fruit,"Mango, Kiwi & Exotic Fruit",Farm Select Pomegranates,05391541982593	,315144745,92382392,1.29,1.29,each,NA,NA,NA,False,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/315144745,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Tesco Emperor Orange Tray 4 Pack,00000003263884	,290526096,80119862,1.99,0.5,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/290526096,No,
"Dried Fruit, Nuts, Nutrient Powders & Seeds","Dried Fruit, Nut & Seed Mixes",Tesco Mixed Nuts 200G,00000010001363	,266375033,60815615,2.5,12.5,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/266375033,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Dole Go Organic Lemon 500g,05391537732386	,317974502,93777570,1.99,3.98,kg,NA,NA,NA,False,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/317974502,No,
Fresh Fruit,"Dried Fruit, Nuts & Seeds",Tesco Soft Pitted Dates 250G,00000003223734	,274171043,72033824,2.5,10.0,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/274171043,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Tesco Limes Each,00223980000000	,253560634,50507235,0.49,0.49,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/253560634,No,
Fresh Fruit,"Oranges, Lemons & Citrus Fruit",Bagu Naturally Sweet Juicy Oranges 4 Pack,05099400003228	,312105503,90722679,3.29,0.82,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/312105503,No,
Fresh Fruit,Apples & Pears,Tesco Gala Apples,00000003249659	,284475550,77091188,2.25,0.45,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/284475550,No,
"Dried Fruit, Nuts, Nutrient Powders & Seeds",Plain Nuts & Seeds,Tesco Wholefoods Pine Nuts 100G,05010204370552	,254142569,57047664,2.5,25.0,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/254142569,No,
"Dried Fruit, Nuts, Nutrient Powders & Seeds",Plain Nuts & Seeds,Tesco Sunflower Seeds 150G,00000010001684	,266386982,51109668,1.5,10.0,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/266386982,No,
Fresh Fruit,Apples & Pears,Tesco Ripen At Home Conference Pears 750g,00000010140949	,330743849,98570610,2.49,3.32,kg,Any 2 for €4 Clubcard Price - Selected Tesco Fruit,07/05/2026,27/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/330743849,No,
Fresh Fruit,"Fruit Pots, Platters & Packs",Simplyfruit Melon Medley 300G,05060054680769	,308470991,89278552,2.39,7.97,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/308470991,No,
"Dried Fruit, Nuts, Nutrient Powders & Seeds","Dried Fruit, Nut & Seed Mixes",Tesco Milled Flax Pumpkin & Chia Seed Mix 175G,05057967014187	,302677278,86173867,2.8,16.0,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/302677278,No,
Fresh Fruit,Melons & Pineapples,Tesco Galia Melon Each,00000010021170	,254385356,50935010,2.49,2.49,each,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/254385356,No,
Fresh Fruit,"Mango, Kiwi & Exotic Fruit",Simplyfruit Pomegranate Seeds 100g,05060054683432	,330746332,98582192,2.99,29.9,kg,Any 2 for €5 Clubcard Price - Selected Simplyfruit Products,11/05/2026,27/09/2026,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/330746332,No,
Fresh Fruit,"Peaches, Nectarines, Plums & Apricots",Dole Plums 400G,05391537731402	,315392404,92493116,1.89,4.72,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/315392404,No,
Fresh Fruit,"Dried Fruit, Nuts & Seeds",Tesco Brazil Nuts 200G,05057967014378	,302685533,86174002,2.5,12.5,kg,NA,NA,NA,TRUE,03/09/2026,https://www.tesco.ie/groceries/en-IE/products/302685533,No,
